arrestee_id,arrestee_incident_id,arrest_date,arrest_type_name,offense_name,arrestee_age_num,arrestee_sex_code,arrestee_race_desc,arrestee_location_name,victim_id,victim_type_name,victim_age_num,victim_sex_code,victim_race_desc,agency_id,agency_name,weapon_name,weapon_2,weapon_3,relationship  ,relationship_2,relationship_3
11411917,42672360,12/30/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,54,M,White,Residence/Home,46091433,Individual,38,F,White,18670,Sullivan County Sheriff's Office,Shotgun,0,0,Victim Was Stepchild,0,0
11415144,42682871,4/25/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Residence/Home,46102026,Individual,49,M,White,18671,Bristol Police Department,Firearm,0,0,Victim Was Parent,0,0
11419586,42696269,12/10/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,45,M,White,Residence/Home,46116987,Individual,41,M,White,18671,Bristol Police Department,Knife/Cutting Instrument,0,0,Victim Was Acquaintance,0,0
11419586,42696269,12/10/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,45,M,White,Residence/Home,46116988,Individual,42,F,White,18671,Bristol Police Department,Knife/Cutting Instrument,0,0,Victim Was Spouse,0,0
11420725,42700119,1/10/08 0:00,On View,Murder and Nonnegligent Manslaughter,33,M,White,Commercial/Office Building,46121209,Individual,69,M,White,18672,Kingsport Police Department,Firearm,0,0,Relationship Unknown,Victim Was Acquaintance,0
11422990,42705832,2/26/09 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,White,Residence/Home,46127626,Individual,27,M,White,18672,Kingsport Police Department,Drugs/Narcotics/Sleeping Pills,0,0,Victim Was Friend,0,0
11424150,42709688,4/26/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Residence/Home,46132860,Individual,19,M,Black or African American,18672,Kingsport Police Department,Asphyxiation,Other,0,Victim Was Acquaintance,0,0
11424151,42709688,4/26/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Residence/Home,46132860,Individual,19,M,Black or African American,18672,Kingsport Police Department,Asphyxiation,Other,0,Victim Was Acquaintance,0,0
11424152,42709688,4/26/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Residence/Home,46132860,Individual,19,M,Black or African American,18672,Kingsport Police Department,Asphyxiation,Other,0,Victim Was Acquaintance,0,0
11434063,42738393,9/8/08 0:00,Summoned / Cited,Murder and Nonnegligent Manslaughter,31,M,White,Residence/Home,46167958,Individual,41,M,White,18673,Bluff City Police Department,Knife/Cutting Instrument,0,0,Victim Was Acquaintance,0,0
11444912,42758501,7/12/08 0:00,On View,Murder and Nonnegligent Manslaughter,30,M,White,Residence/Home,46191034,Individual,76,M,White,18681,Gallatin Police Department,Motor Vehicle,0,0,Victim Was Grandparent,0,0
11444912,42758501,7/12/08 0:00,On View,Murder and Nonnegligent Manslaughter,30,M,White,Residence/Home,46191035,Individual,30,M,White,18681,Gallatin Police Department,Motor Vehicle,0,0,Victim Was Sibling,0,0
11444912,42758501,7/12/08 0:00,On View,Murder and Nonnegligent Manslaughter,30,M,White,Residence/Home,46191036,Individual,46,F,White,18681,Gallatin Police Department,Motor Vehicle,0,0,Victim Was Acquaintance,0,0
11444912,42758501,7/12/08 0:00,On View,Murder and Nonnegligent Manslaughter,30,M,White,Residence/Home,46191037,Individual,61,M,White,18681,Gallatin Police Department,Motor Vehicle,0,0,Victim Was Acquaintance,0,0
11444912,42758501,7/12/08 0:00,On View,Murder and Nonnegligent Manslaughter,30,M,White,Residence/Home,46191038,Law Enforcement Officer,25,M,White,18681,Gallatin Police Department,Motor Vehicle,0,0,Victim Was Stranger,0,0
11451612,42768998,3/3/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,White,Residence/Home,46203677,Individual,,M,White,18682,Portland Police Department,Personal Weapons,0,0,Victim Was Child,0,0
11471940,42820092,4/21/08 0:00,On View,Negligent Manslaughter,33,F,Black or African American,Residence/Home,46258672,Individual,22,M,Black or African American,18693,Mason Police Department,Firearm,Handgun,0,Victim Was Boyfriend/Girlfriend,0,0
11478646,42832661,5/14/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,37,M,White,Residence/Home,46270502,Individual,32,F,White,18703,Union County Sheriff's Office,Knife/Cutting Instrument,Personal Weapons,0,Victim Was Spouse,0,0
11487499,42857633,7/3/08 0:00,On View,Murder and Nonnegligent Manslaughter,39,F,White,Residence/Home,46295922,Individual,21,M,Black or African American,18714,Washington County Sheriff's Office,Firearm,0,0,Victim Was Boyfriend/Girlfriend,Victim Was Friend,0
11487531,42857712,7/30/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,White,Parking Lot/Garage,46296888,Law Enforcement Officer,47,M,White,18714,Washington County Sheriff's Office,Motor Vehicle,0,0,Victim was Otherwise Known,0,0
11513961,42907221,5/15/08 0:00,On View,Murder and Nonnegligent Manslaughter,30,M,White,Residence/Home,46350474,Individual,61,M,White,18724,Weakley County Sheriff's Office,Handgun,0,0,Victim Was Parent,0,0
11513961,42907221,5/15/08 0:00,On View,Murder and Nonnegligent Manslaughter,30,M,White,Residence/Home,46350475,Individual,54,F,White,18724,Weakley County Sheriff's Office,Handgun,0,0,Victim Was Parent,0,0
11518259,42921754,8/3/08 0:00,On View,Murder and Nonnegligent Manslaughter,55,M,White,Field/Woods,46365521,Individual,82,F,White,18732,White County Sheriff's Office,Motor Vehicle,Shotgun,0,Victim Was Parent,0,0
11522575,42933397,8/19/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Residence/Home,46378268,Individual,44,M,White,18734,Williamson County Sheriff's Office,Handgun,0,0,Victim Was Acquaintance,0,0
11583299,43353235,1/1/08 0:00,Taken INTO Custody,Negligent Manslaughter,29,F,Black or African American,Residence/Home,46837226,Individual,4,M,Black or African American,18747,Memphis Police Department,Fire/Incendiary Device,0,0,Victim Was Child,0,0
11583299,43353235,1/1/08 0:00,Taken INTO Custody,Negligent Manslaughter,29,F,Black or African American,Residence/Home,46837227,Individual,7,M,Black or African American,18747,Memphis Police Department,Fire/Incendiary Device,0,0,Victim Was Child,0,0
11583348,43354178,1/21/08 0:00,On View,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Residence/Home,46838270,Individual,26,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Friend,0,0
11584533,43361568,1/5/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,30,M,Black or African American,Highway/Road/Ally,46845516,Individual,22,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Stranger,0,0
11586683,43370334,1/24/08 0:00,On View,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Highway/Road/Ally,46855092,Individual,25,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Relationship Unknown,Victim Was Stranger,0
11586705,43370406,1/11/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,White,Convenience Store,46856064,Individual,29,M,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11587714,43373219,1/13/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Residence/Home,46858282,Individual,24,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11589714,43381998,1/18/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,34,M,White,Residence/Home,46868861,Individual,1,F,White,18747,Memphis Police Department,Personal Weapons,0,0,Victim Was Stepchild,0,0
11590991,43390761,1/23/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Field/Woods,46878478,Individual,25,M,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
11590994,43390761,1/26/08 0:00,On View,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Field/Woods,46878478,Individual,25,M,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
11593089,43396473,1/27/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Service/Gas Station,46883857,Individual,48,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
11593173,43398519,1/31/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Residence/Home,46887022,Individual,51,M,White,18747,Memphis Police Department,Unknown,0,0,Victim Was Acquaintance,0,0
11593174,43398533,1/28/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Highway/Road/Ally,46887037,Individual,31,M,Black or African American,18747,Memphis Police Department,Unknown,0,0,Victim Was Acquaintance,0,0
11597650,43419633,7/20/09 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,M,Black or African American,Field/Woods,46910592,Individual,17,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,0,0
11598817,43426388,2/13/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,18,F,Black or African American,Residence/Home,46918040,Individual,19,M,Black or African American,18747,Memphis Police Department,Blunt Object,0,0,Victim Was Sibling,0,0
11601011,43435177,2/19/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,59,M,Black or African American,Highway/Road/Ally,46928641,Individual,43,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,Victim Was Boyfriend/Girlfriend,0
11602110,43439033,2/25/08 0:00,On View,Murder and Nonnegligent Manslaughter,43,M,Black or African American,Highway/Road/Ally,46932881,Individual,34,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11603248,43444755,2/24/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,41,M,White,Residence/Home,46938322,Individual,25,F,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Spouse,0,0
11605436,43452523,2/29/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,16,M,Black or African American,Highway/Road/Ally,46947758,Individual,12,F,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Neighbor,Victim was Otherwise Known,0
11605436,43452523,2/29/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,16,M,Black or African American,Highway/Road/Ally,46947759,Individual,12,F,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Neighbor,Victim was Otherwise Known,0
11605436,43452523,2/29/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,16,M,Black or African American,Highway/Road/Ally,46947760,Individual,12,F,Black or African American,18747,Memphis Police Department,Other,0,0,Victim was Otherwise Known,0,0
11605436,43452523,2/29/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,16,M,Black or African American,Highway/Road/Ally,46947761,Individual,12,F,Black or African American,18747,Memphis Police Department,Other,0,0,Victim was Otherwise Known,0,0
11605438,43452535,2/29/08 0:00,On View,Murder and Nonnegligent Manslaughter,16,M,Black or African American,School/College,46947776,Individual,13,F,Black or African American,18747,Memphis Police Department,Firearm,0,0,Victim Was Acquaintance,0,0
11605438,43452535,2/29/08 0:00,On View,Murder and Nonnegligent Manslaughter,16,M,Black or African American,School/College,46947777,Individual,15,F,Black or African American,18747,Memphis Police Department,Firearm,0,0,Victim Was Acquaintance,0,0
11605438,43452535,2/29/08 0:00,On View,Murder and Nonnegligent Manslaughter,16,M,Black or African American,School/College,46947778,Individual,13,F,Black or African American,18747,Memphis Police Department,Firearm,0,0,Victim Was Acquaintance,0,0
11605438,43452535,2/29/08 0:00,On View,Murder and Nonnegligent Manslaughter,16,M,Black or African American,School/College,46947779,Individual,14,M,Black or African American,18747,Memphis Police Department,Firearm,0,0,Victim Was Acquaintance,0,0
11607536,43459278,3/7/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,33,M,Black or African American,Residence/Home,46955256,Individual,30,M,Black or African American,18747,Memphis Police Department,Handgun,Knife/Cutting Instrument,0,Victim Was Sibling,0,0
11607536,43459278,3/7/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,33,M,Black or African American,Residence/Home,46955257,Individual,22,F,Black or African American,18747,Memphis Police Department,Handgun,Knife/Cutting Instrument,0,Victim Was Acquaintance,0,0
11607536,43459278,3/7/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,33,M,Black or African American,Residence/Home,46955258,Individual,33,M,Black or African American,18747,Memphis Police Department,Handgun,Knife/Cutting Instrument,0,Victim Was Acquaintance,0,0
11607536,43459278,3/7/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,33,M,Black or African American,Residence/Home,46955259,Individual,27,F,Black or African American,18747,Memphis Police Department,Handgun,Knife/Cutting Instrument,0,Victim Was Acquaintance,0,0
11607536,43459278,3/7/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,33,M,Black or African American,Residence/Home,46955260,Individual,4,M,Black or African American,18747,Memphis Police Department,Handgun,Knife/Cutting Instrument,0,Victim Was Other Family Member,0,0
11607536,43459278,3/7/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,33,M,Black or African American,Residence/Home,46955261,Individual,2,M,Black or African American,18747,Memphis Police Department,Handgun,Knife/Cutting Instrument,0,Victim Was Other Family Member,0,0
11608634,43463145,3/19/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,47,M,Black or African American,Highway/Road/Ally,46959570,Individual,37,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11609777,43469947,3/11/08 0:00,On View,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Parking Lot/Garage,46968064,Individual,18,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11611949,43477579,3/14/08 0:00,On View,Murder and Nonnegligent Manslaughter,39,M,White,Bar/Nightclub,46975605,Individual,42,M,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
11611971,43477693,4/14/08 0:00,On View,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Residence/Home,46976621,Individual,25,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
11611971,43477693,4/14/08 0:00,On View,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Residence/Home,46976622,Individual,21,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
11613112,43483403,3/17/08 0:00,On View,Negligent Manslaughter,19,M,Black or African American,Residence/Home,46982071,Individual,7,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Sibling,0,0
11614242,43490201,3/20/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,16,M,Black or African American,Highway/Road/Ally,46989530,Individual,19,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11614243,43490201,3/20/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,15,M,Black or African American,Highway/Road/Ally,46989530,Individual,19,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11616384,43498031,4/3/08 0:00,On View,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Restaurant,46998956,Individual,47,M,Black or African American,18747,Memphis Police Department,Shotgun,0,0,Victim Was Stranger,0,0
11618647,43510442,3/31/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Parking Lot/Garage,47013790,Individual,22,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
11618670,43512281,4/1/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Convenience Store,47014922,Individual,19,M,Black or African American,18747,Memphis Police Department,Rifle,0,0,Victim Was Acquaintance,0,0
11619699,43515192,4/3/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Residence/Home,47018178,Individual,48,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Relationship Unknown,0,0
11622833,43531636,4/10/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,32,M,Black or African American,Residence/Home,47036453,Individual,44,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Acquaintance,0,0
11628277,43557858,4/25/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Residence/Home,47067145,Individual,50,M,Black or African American,18747,Memphis Police Department,Blunt Object,0,0,Victim Was Acquaintance,0,0
11630347,43562673,4/25/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Residence/Home,47071533,Individual,87,F,Black or African American,18747,Memphis Police Department,Unknown,0,0,Relationship Unknown,0,0
11630364,43562707,4/25/08 0:00,On View,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Residence/Home,47072457,Individual,38,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim was Otherwise Known,0,0
11630365,43562707,4/25/08 0:00,On View,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Residence/Home,47072457,Individual,38,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim was Otherwise Known,0,0
11632526,43571490,5/13/08 0:00,On View,Murder and Nonnegligent Manslaughter,35,M,Black or African American,Residence/Home,47082066,Individual,25,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11633626,43577254,5/1/08 0:00,On View,Murder and Nonnegligent Manslaughter,29,M,Black or African American,Residence/Home,47088390,Individual,31,F,White,18747,Memphis Police Department,Knife/Cutting Instrument,0,0,Victim Was Spouse,0,0
11633713,43579241,5/2/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,White,Field/Woods,47091481,Individual,25,M,White,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11634738,43582115,5/4/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Residence/Home,47094654,Individual,25,M,Black or African American,18747,Memphis Police Department,Motor Vehicle,0,0,Victim was Otherwise Known,0,0
11635887,43588910,5/8/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Residence/Home,47102129,Individual,28,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim was Otherwise Known,0,0
11637039,43595644,5/10/08 0:00,On View,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Residence/Home,47109532,Individual,41,F,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim was Otherwise Known,0,0
11637039,43595644,5/10/08 0:00,On View,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Residence/Home,47109533,Individual,54,F,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim was Otherwise Known,0,0
11637039,43595644,5/10/08 0:00,On View,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Residence/Home,47109534,Individual,39,F,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim was Otherwise Known,0,0
11637039,43595644,5/10/08 0:00,On View,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Residence/Home,47109535,Individual,1,F,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim was Otherwise Known,0,0
11638073,43597661,5/30/08 0:00,On View,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Highway/Road/Ally,47111729,Individual,20,M,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Stranger,0,0
11638093,43598540,5/11/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,33,F,Black or African American,Residence/Home,47112692,Individual,31,M,Black or African American,18747,Memphis Police Department,Knife/Cutting Instrument,0,0,Victim Was Boyfriend/Girlfriend,0,0
11642571,43618849,5/21/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,Black or African American,Residence/Home,47134980,Individual,37,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11643712,43623701,5/26/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Parking Lot/Garage,47140316,Individual,33,F,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11643712,43623701,5/26/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,23,M,Black or African American,Parking Lot/Garage,47140317,Individual,16,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11644804,43627682,5/27/08 0:00,On View,Murder and Nonnegligent Manslaughter,33,M,Black or African American,Residence/Home,47145590,Individual,35,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11648098,43643118,6/1/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Highway/Road/Ally,47162494,Individual,29,F,Black or African American,18747,Memphis Police Department,Other,0,0,Victim Was Boyfriend/Girlfriend,0,0
11648114,43644068,6/1/08 0:00,On View,Murder and Nonnegligent Manslaughter,48,M,Black or African American,Residence/Home,47163533,Individual,15,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11649198,43648704,6/3/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Highway/Road/Ally,47168777,Individual,16,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11649200,43648704,6/4/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,Black or African American,Highway/Road/Ally,47168777,Individual,16,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11650238,43651610,6/13/08 0:00,On View,Murder and Nonnegligent Manslaughter,43,M,Black or African American,Highway/Road/Ally,47171963,Individual,32,F,Black or African American,18747,Memphis Police Department,Blunt Object,Knife/Cutting Instrument,Motor Vehicle,Victim Was Acquaintance,0,0
11651419,43658430,6/15/08 0:00,Taken INTO Custody,Negligent Manslaughter,23,M,Black or African American,Residence/Home,47179478,Individual,6,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11652524,43664157,6/12/08 0:00,On View,Murder and Nonnegligent Manslaughter,27,M,Unknown,Residence/Home,47185871,Individual,22,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11652524,43664157,6/12/08 0:00,On View,Murder and Nonnegligent Manslaughter,27,M,Unknown,Residence/Home,47185872,Individual,27,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11652524,43664157,6/12/08 0:00,On View,Murder and Nonnegligent Manslaughter,27,M,Unknown,Residence/Home,47185873,Individual,24,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11655772,43677683,6/17/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,Black or African American,Parking Lot/Garage,47200348,Individual,19,M,Black or African American,18747,Memphis Police Department,Rifle,0,0,Victim Was Stranger,0,0
11655772,43677683,6/17/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,Black or African American,Parking Lot/Garage,47200349,Individual,19,F,Black or African American,18747,Memphis Police Department,Rifle,0,0,Victim Was Stranger,0,0
11655772,43677683,6/17/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,Black or African American,Parking Lot/Garage,47200350,Individual,29,F,Black or African American,18747,Memphis Police Department,Rifle,0,0,Victim Was Stranger,0,0
11655772,43677683,6/17/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,Black or African American,Parking Lot/Garage,47200351,Individual,5,M,Black or African American,18747,Memphis Police Department,Rifle,0,0,Victim Was Stranger,0,0
11655772,43677683,6/17/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,Black or African American,Parking Lot/Garage,47200352,Individual,4,F,Black or African American,18747,Memphis Police Department,Rifle,0,0,Victim Was Stranger,0,0
11655853,43679730,6/28/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,Black or African American,Parking Lot/Garage,47202630,Individual,27,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11655854,43679730,7/1/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Parking Lot/Garage,47202630,Individual,27,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Acquaintance,0,0
11655867,43679779,6/24/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,25,M,Black or African American,Residence/Home,47203593,Individual,58,F,White,18747,Memphis Police Department,Personal Weapons,0,0,Victim Was Acquaintance,0,0
11656877,43682584,6/26/08 0:00,On View,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Residence/Home,47205789,Individual,30,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
11656877,43682584,6/26/08 0:00,On View,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Residence/Home,47205790,Individual,22,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
11656878,43682584,12/18/08 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,24,M,Black or African American,Residence/Home,47205789,Individual,30,M,Black or African American,18747,Memphis Police Department,Handgun,0,0,Victim Was Stranger,0,0
