arrestee_id,arrestee_incident_id,arrest_date,arrest_type_name,offense_name,arrestee_age_num,arrestee_sex_code,arrestee_race_desc,arrestee_location_name,victim_id,victim_type_name,victim_age_num,victim_sex_code,victim_race_desc,agency_id,agency_name,weapon_name
26658583,91276214,4/4/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,55,M,White,Residence/Home,99792402,Individual,72,M,White,18715,JOHNSON CITY PD MUNICIPAL SAFETY BLDG,Knife/Cutting Instrument
26658583,91276214,4/4/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,55,M,White,Residence/Home,99792402,Individual,72,M,White,18715,JOHNSON CITY PD MUNICIPAL SAFETY BLDG,Knife/Cutting Instrument
25785157,88733880,8/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Specialty Store,96892131,Individual,68,M,Black or African American,18388,CHATTANOOGA PD,Firearm
25785157,88733880,8/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Specialty Store,96892131,Individual,68,M,Black or African American,18388,CHATTANOOGA PD,Firearm
25785157,88733880,8/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Specialty Store,96892131,Individual,68,M,Black or African American,18388,CHATTANOOGA PD,Firearm
25002228,85714795,1/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Residence/Home,94346847,Individual,33,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Knife/Cutting Instrument
25002228,85714795,1/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Residence/Home,94346847,Individual,33,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Knife/Cutting Instrument
25002228,85714795,1/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,28,M,Black or African American,Residence/Home,94346847,Individual,33,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Knife/Cutting Instrument
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092070,Individual,16,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092070,Individual,16,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092070,Individual,16,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092072,Individual,18,M,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092072,Individual,18,M,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092072,Individual,18,M,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092068,Individual,16,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092068,Individual,16,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092068,Individual,16,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092078,Individual,21,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092078,Individual,21,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092078,Individual,21,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092073,Individual,18,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092073,Individual,18,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092073,Individual,18,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092081,Individual,17,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092081,Individual,17,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
26150284,89787665,11/3/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,17,M,Black or African American,Park/Playground,98092081,Individual,17,F,White,18747,MEMPHIS POLICE DEPARTMENT,Firearm
27300334,93251133,9/25/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,41,F,Black or African American,Residence/Home,102033115,Individual,4,M,Black or African American,18274,GOODLETTSVILLE PD,Personal Weapons
27300334,93251133,9/25/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,41,F,Black or African American,Residence/Home,102033115,Individual,4,M,Black or African American,18274,GOODLETTSVILLE PD,Personal Weapons
27300334,93251133,9/25/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,41,F,Black or African American,Residence/Home,102033115,Individual,4,M,Black or African American,18274,GOODLETTSVILLE PD,Personal Weapons
27300335,93251133,9/25/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,Black or African American,Residence/Home,102033115,Individual,4,M,Black or African American,18274,GOODLETTSVILLE PD,Personal Weapons
27300335,93251133,9/25/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,Black or African American,Residence/Home,102033115,Individual,4,M,Black or African American,18274,GOODLETTSVILLE PD,Personal Weapons
27300335,93251133,9/25/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,38,M,Black or African American,Residence/Home,102033115,Individual,4,M,Black or African American,18274,GOODLETTSVILLE PD,Personal Weapons
25056141,86101382,2/24/16 0:00,On View,Murder and Nonnegligent Manslaughter,21,M,White,Residence/Home,94506285,Individual,43,M,White,18458,KNOX CO SO KNOXVILLE,Handgun
25056141,86101382,2/24/16 0:00,On View,Murder and Nonnegligent Manslaughter,21,M,White,Residence/Home,94506285,Individual,43,M,White,18458,KNOX CO SO KNOXVILLE,Handgun
25056141,86101382,2/24/16 0:00,On View,Murder and Nonnegligent Manslaughter,21,M,White,Residence/Home,94506285,Individual,43,M,White,18458,KNOX CO SO KNOXVILLE,Handgun
27009846,92330166,12/19/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,White,Residence/Home,100988430,Individual,51,M,White,18178,BEDFORD CO SO SHELBYVILLE,Unknown
27009846,92330166,12/19/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,White,Residence/Home,100988430,Individual,51,M,White,18178,BEDFORD CO SO SHELBYVILLE,Unknown
27009846,92330166,12/19/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,White,Residence/Home,100988430,Individual,51,M,White,18178,BEDFORD CO SO SHELBYVILLE,Unknown
27195228,92929472,4/1/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Highway/Road/Alley/Street/Sidewalk,101668975,Individual,67,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27195228,92929472,4/1/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Highway/Road/Alley/Street/Sidewalk,101668975,Individual,67,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27195228,92929472,4/1/17 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,21,M,Black or African American,Highway/Road/Alley/Street/Sidewalk,101668975,Individual,67,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
25056141,86101382,2/24/16 0:00,On View,Murder and Nonnegligent Manslaughter,21,M,White,Residence/Home,94506284,Individual,37,M,White,18458,KNOX CO SO KNOXVILLE,Handgun
25056141,86101382,2/24/16 0:00,On View,Murder and Nonnegligent Manslaughter,21,M,White,Residence/Home,94506284,Individual,37,M,White,18458,KNOX CO SO KNOXVILLE,Handgun
25056141,86101382,2/24/16 0:00,On View,Murder and Nonnegligent Manslaughter,21,M,White,Residence/Home,94506284,Individual,37,M,White,18458,KNOX CO SO KNOXVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671429,Individual,30,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671429,Individual,30,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671429,Individual,30,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671430,Individual,26,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671430,Individual,26,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671430,Individual,26,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671420,Individual,28,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671420,Individual,28,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671420,Individual,28,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671422,Individual,37,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671422,Individual,37,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
27196545,92931570,8/8/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,M,Black or African American,Parking/Drop Lot/Garage,101671422,Individual,37,M,Black or African American,18271,NASHVILLE METRO PD NASHVILLE,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027353,Individual,18,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027353,Individual,18,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027353,Individual,18,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027353,Individual,18,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027353,Individual,18,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027353,Individual,18,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027352,Individual,16,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027352,Individual,16,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027352,Individual,16,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027352,Individual,16,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027352,Individual,16,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027352,Individual,16,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027355,Individual,17,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027355,Individual,17,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027355,Individual,17,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027355,Individual,17,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027355,Individual,17,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027355,Individual,17,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027351,Individual,19,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027351,Individual,19,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827795,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,42,F,Black or African American,Convenience Store,97027351,Individual,19,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027351,Individual,19,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027351,Individual,19,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25827796,88853818,12/24/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,31,F,Black or African American,Convenience Store,97027351,Individual,19,M,Black or African American,18747,MEMPHIS POLICE DEPARTMENT,Handgun
25829341,88859589,8/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,White,Field/Woods,97034050,Individual,40,M,White,18509,MACON CO SO LAFAYETTE,Blunt Object
25829341,88859589,8/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,White,Field/Woods,97034050,Individual,40,M,White,18509,MACON CO SO LAFAYETTE,Blunt Object
25829341,88859589,8/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,19,M,White,Field/Woods,97034050,Individual,40,M,White,18509,MACON CO SO LAFAYETTE,Blunt Object
25829340,88859589,8/19/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Field/Woods,97034050,Individual,40,M,White,18509,MACON CO SO LAFAYETTE,Blunt Object
25829340,88859589,8/19/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Field/Woods,97034050,Individual,40,M,White,18509,MACON CO SO LAFAYETTE,Blunt Object
25829340,88859589,8/19/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,20,M,White,Field/Woods,97034050,Individual,40,M,White,18509,MACON CO SO LAFAYETTE,Blunt Object
25669089,88411966,12/22/16 0:00,On View,Murder and Nonnegligent Manslaughter,61,M,White,Residence/Home,96522258,Individual,18,M,White,18182,BENTON CO SO CAMDEN,Handgun (Automatic)
25669089,88411966,12/22/16 0:00,On View,Murder and Nonnegligent Manslaughter,61,M,White,Residence/Home,96522258,Individual,18,M,White,18182,BENTON CO SO CAMDEN,Handgun (Automatic)
25669089,88411966,12/22/16 0:00,On View,Murder and Nonnegligent Manslaughter,61,M,White,Residence/Home,96522258,Individual,18,M,White,18182,BENTON CO SO CAMDEN,Handgun (Automatic)
28979003,98254308,1/7/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,White,Residence/Home,107698458,Individual,29,M,White,18228,CARTER CO SO ELIZABETHTON,Knife/Cutting Instrument
28979003,98254308,1/7/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,White,Residence/Home,107698458,Individual,29,M,White,18228,CARTER CO SO ELIZABETHTON,Knife/Cutting Instrument
28979003,98254308,1/7/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,28,M,White,Residence/Home,107698458,Individual,29,M,White,18228,CARTER CO SO ELIZABETHTON,Knife/Cutting Instrument
28979000,98254308,1/7/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,White,Residence/Home,107698458,Individual,29,M,White,18228,CARTER CO SO ELIZABETHTON,Knife/Cutting Instrument
28979000,98254308,1/7/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,White,Residence/Home,107698458,Individual,29,M,White,18228,CARTER CO SO ELIZABETHTON,Knife/Cutting Instrument
28979000,98254308,1/7/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,27,M,White,Residence/Home,107698458,Individual,29,M,White,18228,CARTER CO SO ELIZABETHTON,Knife/Cutting Instrument
25785079,88733706,8/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,96891928,Individual,22,F,Black or African American,18388,CHATTANOOGA PD,Firearm
25785079,88733706,8/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,96891928,Individual,22,F,Black or African American,18388,CHATTANOOGA PD,Firearm
25785079,88733706,8/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,26,M,Black or African American,Residence/Home,96891928,Individual,22,F,Black or African American,18388,CHATTANOOGA PD,Firearm
25831428,88864832,2/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,16,M,White,Residence/Home,97040085,Individual,70,M,White,18458,KNOX CO SO KNOXVILLE,Handgun
25831428,88864832,2/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,16,M,White,Residence/Home,97040085,Individual,70,M,White,18458,KNOX CO SO KNOXVILLE,Handgun
25831428,88864832,2/11/16 0:00,On View,Murder and Nonnegligent Manslaughter,16,M,White,Residence/Home,97040085,Individual,70,M,White,18458,KNOX CO SO KNOXVILLE,Handgun
28979019,98254383,8/10/17 0:00,On View,Murder and Nonnegligent Manslaughter,43,M,White,Residence/Home,107698543,Individual,88,F,White,18228,CARTER CO SO ELIZABETHTON,Blunt Object
28979019,98254383,8/10/17 0:00,On View,Murder and Nonnegligent Manslaughter,43,M,White,Residence/Home,107698543,Individual,88,F,White,18228,CARTER CO SO ELIZABETHTON,Blunt Object
28979019,98254383,8/10/17 0:00,On View,Murder and Nonnegligent Manslaughter,43,M,White,Residence/Home,107698543,Individual,88,F,White,18228,CARTER CO SO ELIZABETHTON,Blunt Object
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204289,Individual,52,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204289,Individual,52,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204289,Individual,52,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204288,Individual,56,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204288,Individual,56,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204288,Individual,56,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204286,Individual,20,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204286,Individual,20,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204286,Individual,20,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204289,Individual,52,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204289,Individual,52,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204289,Individual,52,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204288,Individual,56,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204288,Individual,56,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
24964521,85568963,2/18/16 0:00,Taken INTO Custody,Murder and Nonnegligent Manslaughter,22,M,Black or African American,Convenience Store,94204288,Individual,56,M,White,18747,MEMPHIS POLICE DEPARTMENT,Handgun
